Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated,Website URL,WC Grade,WC CO2 per Visit,Sustainable Energy,Monthly traffic in K,
154,Gilead Sciences,GILD,Health Care,Pharmaceuticals,yes,no,no,yes,-4,no,yes,no,no,no,no,18000,91340.5,27116,-0.6,5665,23.4,62125,Daniel P. O'Day,U.S.,Foster City,California,https://www.gilead.com,Public,"Market value as of March 28, 2024.",91341,45447,www.gilead.com,F,1.3,sustainable energy,550.867,
155,AutoNation,AN,Retailing,"Automotive Retailing, Services",yes,no,no,yes,-4,no,yes,no,no,yes,no,25300,6902.1,26948.9,-0.1,1021.1,-25.9,11980,Michael M. Manley,U.S.,Fort Lauderdale,Florida,https://www.autonation.com,Public,"Market value as of March 28, 2024.",6902,45447,www.autonation.com,F,5.56,sustainable energy,2312,
156,Kraft Heinz,KHC,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,-3,no,yes,no,no,no,no,36000,44857,26640,0.6,2855,20.8,90339,Carlos Abrams-Rivera,U.S.,Chicago,Illinois,https://www.kraftheinzcompany.com,Public,"Market value as of March 28, 2024.",44857,45447,www.kraftheinzcompany.com,C,0.47,sustainable energy,180.627,
157,Avnet,AVT,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,yes,6,yes,no,no,no,yes,no,15800,4480.2,26536.9,9.2,770.8,11.3,12477.2,Philip R. Gallagher,U.S.,Phoenix,Arizona,https://www.avnet.com,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",4480,45447,www.avnet.com,F,1.19,sustainable energy,376.566,
158,Applied Materials,AMAT,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-3,no,yes,no,no,yes,no,34000,171356,26517,2.8,6856,5.1,30729,Gary E. Dickerson,U.S.,Santa Clara,California,https://www.appliedmaterials.com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of March 28, 2024.",171356,45447,www.appliedmaterials.com,B,0.29,sustainable energy,368.708,
159,Southwest Airlines,LUV,Transportation,Airlines,yes,no,no,yes,6,yes,no,no,no,yes,no,74806,17416.6,26091,9.6,465,-13.7,36487,Robert E. Jordan,U.S.,Dallas,Texas,https://www.southwest.com,Public,"Market value as of March 28, 2024.",17417,45447,www.southwest.com,D,0.62,sustainable energy,49740,
160,Charles Schwab,SCHW,Financials,Securities,yes,no,no,no,15,yes,no,no,no,yes,no,33000,131974.9,25521,14.4,5067,-29.5,493178,Walter W. Bettinger II,U.S.,Westlake,Texas,https://www.schwab.com/,Public,"Market value as of March 28, 2024.",131975,45447,www.schwab.com/,E,0.71,bog standard energy,80.529,
161,Baker Hughes,BKR,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,24,yes,no,no,no,no,no,58000,33529.5,25506,20.6,1943,,36945,Lorenzo Simonelli,U.S.,Houston,Texas,https://www.bakerhughes.com,Public,"Market value as of March 28, 2024.",33530,45447,www.bakerhughes.com,C,0.47,bog standard energy,985.875,
162,McDonald's,MCD,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,no,7,yes,no,no,no,yes,no,150000,203582.4,25493.7,10,8468.8,37.1,56146.8,Christopher J. Kempczinski,U.S.,Chicago,Illinois,https://www.investor.mcdonalds.com,Public,"Market value as of March 28, 2024.",203582,45447,www.mcdonalds.com,F,1.47,sustainable energy,21840,
163,Southern Company,SO,Energy,Utilities: Gas and Electric,yes,no,no,yes,-25,no,yes,no,no,yes,no,27960,78269.4,25253,-13.8,3976,12.8,139331,Christopher C. Womack,U.S.,Atlanta,Georgia,https://www.southerncompany.com,Public,"Market value as of March 28, 2024.",78269,45447,www.southerncompany.com,F,3.41,bog standard energy,4766,
164,Mastercard,MA,Business Services,Financial Data Services,yes,no,no,yes,13,yes,no,no,no,yes,yes,33400,449252.6,25098,12.9,11195,12.7,42448,Michael Miebach,U.S.,Purchase,New York,https://www.mastercard.com,Public,"Market value as of March 28, 2024.",449253,45447,www.mastercard.com,F,2.84,bog standard energy,10590,
165,Constellation Energy,CEG,Energy,Energy,yes,no,no,yes,-3,no,yes,no,no,no,no,13842,58250.1,24918,2,1623,,50758,Joseph Dominguez,U.S.,Baltimore,Maryland,https://www.constellationenergy.com,Public,"Market value as of March 28, 2024.",58250,45447,www.constellationenergy.com,B,0.31,sustainable energy,152.467,
166,Hartford Financial Services Group,HIG,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,8,yes,no,no,no,no,no,18700,30636.6,24527,9.7,2504,38,76780,Christopher J. Swift,U.S.,Hartford,Connecticut,https://www.thehartford.com,Public,"Market value as of March 28, 2024.",30637,45447,www.thehartford.com,C,0.41,sustainable energy,3975,
167,PG&E,PCG,Energy,Utilities: Gas and Electric,yes,no,yes,yes,13,yes,no,no,no,no,no,28010,35759.5,24428,12.7,2242,24.6,125698,Patricia K. Poppe,U.S.,Oakland,California,https://www.pgecorp.com,Public,"Market value as of March 28, 2024.",35760,45447,www.pgecorp.com,A+,0,bog standard energy,23.291,
168,Coupang,CPNG,Retailing,Internet Services and Retailing,yes,yes,no,yes,27,yes,no,no,no,no,no,78000,31903.1,24383,18.5,1360,,13346,Bom Kim,U.S.,Seattle,Washington,https://www.coupang.com/,Public,"Market value as of March 28, 2024.",31903,45447,www.coupang.com/,F,1.09,sustainable energy,60.775,
169,EOG Resources,EOG,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-13,no,yes,no,no,no,no,3050,73535.6,24186,-5.9,7594,-2.1,43857,Ezra Y. Yacob,U.S.,Houston,Texas,https://www.eogresources.com,Public,"Market value as of March 28, 2024.",73536,45447,www.eogresources.com,C,0.47,sustainable energy,23.744,
170,Union Pacific,UNP,Transportation,Railroads,yes,no,no,no,-11,no,yes,no,no,yes,no,32973,150041,24119,-3,6379,-8.8,67132,Jim Vena,U.S.,Omaha,Nebraska,https://www.up.com,Public,"Market value as of March 28, 2024.",150041,45447,www.up.com,F,3.33,bog standard energy,882.112,
171,Rite Aid,RADCQ,Food & Drug Stores,Food & Drug Stores,no,no,no,no,-10,no,yes,no,no,no,no,47000,9,24091.9,-1.9,-749.9,,7527.4,Jeffrey S. Stein,U.S.,Philadelphia,Pennsylvania,https://www.riteaid.com,Public,"Figures are for fiscal year ended Feb. 28, 2023. Market value as of March 28, 2024.",9,45447,www.riteaid.com,A+,0,sustainable energy,3788,
172,Macy's,M,Retailing,General Merchandisers,yes,no,no,no,-14,no,yes,no,no,no,no,85581,5482.7,23866,-5.7,105,-91.1,16246,Tony Spring,U.S.,New York,New York,https://www.macysinc.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",5483,45447,www.macysinc.com,F,4.23,sustainable energy,131.776,
173,Marriott International,MAR,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,19,yes,no,no,no,yes,yes,148000,72730.7,23713,14.2,3083,30.7,25674,Anthony G. Capuano,U.S.,Bethesda,Maryland,https://www.marriott.com,Public,"Market value as of March 28, 2024.",72731,45447,www.marriott.com,F,1.47,sustainable energy,54580,
174,Lear,LEA,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,15,yes,no,no,no,yes,no,186600,8263.1,23466.9,12.3,572.5,74.7,14695.5,Raymond E. Scott,U.S.,Southfield,Michigan,https://www.lear.com,Public,"Market value as of March 28, 2024.",8263,45447,www.lear.com,F,4.23,sustainable energy,386.018,
175,Genuine Parts,GPC,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,4,yes,no,no,no,no,no,60000,21600.9,23090.6,4.5,1316.5,11.3,17968.5,William P. Stengel II,U.S.,Atlanta,Georgia,https://www.genpt.com,Public,"Market value as of March 28, 2024.",21601,45447,www.genpt.com,E,0.78,sustainable energy,879.25,
176,Sherwin-Williams,SHW,Chemicals,Chemicals,yes,no,yes,no,2,yes,no,no,no,yes,no,64088,88255.4,23051.9,4.1,2388.8,18.3,22954.4,Heidi G. Petz,U.S.,Cleveland,Ohio,https://www.sherwin.com,Public,"Market value as of March 28, 2024.",88255,45447,www.sherwin.com,F,1.49,bog standard energy,483.051,
177,Halliburton,HAL,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,20,yes,no,no,no,no,no,48000,35087.8,23018,13.4,2638,67.8,24683,Jeffrey A. Miller,U.S.,Houston,Texas,https://www.halliburton.com,Public,"Market value as of March 28, 2024.",35088,45447,www.halliburton.com,E,0.77,bog standard energy,464.162,
178,Freeport-McMoRan,FCX,Energy,"Mining, Crude-Oil Production",yes,no,yes,yes,-7,no,yes,no,no,no,no,27200,67445.9,22855,0.3,1848,-46.7,52506,Kathleen L. Quirk,U.S.,Phoenix,Arizona,https://www.fcx.com,Public,"Market value as of March 28, 2024.",67446,45447,www.fcx.com,F,1.62,sustainable energy,74.615,
179,Live Nation Entertainment,LYV,Media,Entertainment,yes,no,no,yes,69,yes,no,no,no,yes,no,23200,24411.5,22749.1,36.4,563.3,90.3,19074,Michael Rapino,U.S.,Beverly Hills,California,https://www.livenationentertainment.com,Public,"Market value as of March 28, 2024.",24412,45447,www.livenationentertainment.com,F,5.5,bog standard energy,628.779,
180,Marsh & McLennan,MMC,Financials,Diversified Financials,yes,no,no,no,13,yes,no,no,no,yes,no,85000,101657.8,22736,9.7,3756,23.1,48030,John Q. Doyle,U.S.,New York,New York,https://www.marshmclennan.com,Public,"Market value as of March 28, 2024.",101658,45447,www.marshmclennan.com,F,1.18,sustainable energy,566.555,
181,Advanced Micro Devices,AMD,Technology,Semiconductors and Other Electronic Components,yes,no,yes,yes,-14,no,yes,no,no,yes,no,26000,291697.1,22680,-3.9,854,-35.3,67885,Lisa T. Su,U.S.,Santa Clara,California,https://www.amd.com,Public,"Market value as of March 28, 2024.",291697,45447,www.amd.com,,,,12540,
182,First Citizens BancShares,FCNCA,Financials,Commercial Banks,yes,no,no,yes,420,yes,no,yes,no,no,no,15868,23620.4,22466,304.9,11466,944.3,213758,Frank B. Holding Jr.,U.S.,Raleigh,North Carolina,https://www.firstcitizens.com,Public,"Market value as of March 28, 2024.",23620,45447,www.firstcitizens.com,D,0.53,sustainable energy,3371,
183,WESCO International,WCC,Wholesalers,Wholesalers: Diversified,yes,no,no,no,-2,no,yes,no,no,yes,no,20000,8727.3,22385.2,4.5,765.5,-11,15060.9,John J. Engel,U.S.,Pittsburgh,Pennsylvania,https://www.wesco.com,Public,"Market value as of March 28, 2024.",8727,45447,www.wesco.com,F,1.35,sustainable energy,241.394,
184,Carrier Global,CARR,Industrials,Industrial Machinery,yes,no,no,yes,12,yes,no,no,no,yes,no,53000,52323,22098,8.2,1349,-61.8,32822,David L. Gitlin,U.S.,Palm Beach Gardens,Florida,https://www.corporate.carrier.com,Public,"Market value as of March 28, 2024.",52323,45447,www.corporate.carrier.com,F,2.16,sustainable energy,79.553,
185,Cleveland-Cliffs,CLF,Materials,Metals,yes,no,no,yes,-15,no,yes,no,no,no,no,28000,11331.1,21996,-4.3,399,-70.1,17537,Lourenco Goncalves,U.S.,Cleveland,Ohio,https://www.clevelandcliffs.com,Public,"Market value as of March 28, 2024.",11331,45447,www.clevelandcliffs.com,F,1.57,sustainable energy,59.398,
186,Block,SQ,Business Services,Financial Data Services,yes,yes,no,yes,48,yes,no,no,no,yes,no,12985,52075.3,21915.6,25,9.8,,34069.9,Jack Dorsey,U.S.,Oakland,California,https://www.block.xyz,Public,"As of 2021, company no longer has a designated headquarters. Market value as of March 28, 2024.",52075,45447,www.block.xyz,,,,664.749,
187,Exelon,EXC,Energy,Utilities: Gas and Electric,yes,no,no,yes,31,yes,no,no,no,yes,no,19962,37560,21727,13.9,2328,7.3,101546,Calvin G. Butler Jr.,U.S.,Chicago,Illinois,https://www.exeloncorp.com,Public,"Market value as of March 28, 2024.",37560,45447,www.exeloncorp.com,F,0.92,sustainable energy,1354,
188,KKR,KKR,Financials,Securities,yes,no,no,yes,308,yes,no,no,no,no,no,4490,89013.9,21685.3,198.1,3732.3,,317294.2,Joseph Y. Bae/Scott C. Nuttall,U.S.,New York,New York,https://www.kkr.com,Public,"Market value as of March 28, 2024.",89014,45447,www.kkr.com,E,0.66,sustainable energy,403.516,
189,CDW,CDW,Technology,Information Technology Services,yes,no,yes,no,-23,no,yes,no,no,no,no,15100,34329.5,21376,-10,1104.3,-0.9,13284.6,Christine A. Leahy,U.S.,Vernon Hills,Illinois,https://www.cdw.com,Public,"Market value as of March 28, 2024.",34330,45447,www.cdw.com,E,0.73,sustainable energy,1828,
190,Booking Holdings,BKNG,Technology,Internet Services and Retailing,yes,no,no,yes,53,yes,no,no,no,yes,no,23482,123968.4,21365,25,4289,40.3,24342,Glenn D. Fogel,U.S.,Norwalk,Connecticut,https://www.bookingholdings.com,Public,"Market value as of March 28, 2024.",123968,45447,www.bookingholdings.com,B,0.29,sustainable energy,167.868,
191,Synchrony,SYF,Financials,Diversified Financials,yes,no,no,yes,44,yes,no,no,no,no,yes,20000,17543.1,20999,19.8,2238,-25.8,117479,Brian D. Doubles,U.S.,Stamford,Connecticut,https://www.synchrony.com,Public,"Market value as of March 28, 2024.",17543,45447,www.synchrony.com,C,0.39,sustainable energy,42260,
192,Quanta Services,PWR,Engineering & Construction,Engineering & Construction,yes,no,no,yes,52,yes,no,no,no,yes,no,52500,37865.6,20882.2,22.3,744.7,51.6,16237.2,Earl C. Austin Jr.,U.S.,Houston,Texas,https://www.quantaservices.com,Public,"Market value as of March 28, 2024.",37866,45447,www.quantaservices.com,F,1.42,bog standard energy,54.609,
193,Jones Lang LaSalle,JLL,Financials,Real estate,yes,no,no,yes,-3,no,yes,no,no,yes,no,106100,9255.6,20760.8,-0.5,225.4,-65.6,16064.8,Christian Ulbrich,U.S.,Chicago,Illinois,https://www.jll.com,Public,"Market value as of March 28, 2024.",9256,45447,www.jll.com,E,0.74,bog standard energy,1142,
194,Discover Financial Services,DFS,Financials,Commercial Banks,yes,no,no,yes,79,yes,no,no,no,no,yes,21100,32846.5,20606,35.5,2940,-33.1,151522,J. Michael  Shepherd,U.S.,Riverwoods,Illinois,https://www.discover.com,Public,"Market value as of March 28, 2024.",32847,45447,www.discover.com,C,0.43,sustainable energy,46020,
195,Tenet Healthcare,THC,Health Care,Health Care: Medical Facilities,yes,no,no,yes,20,yes,no,no,no,no,no,95905,10510.5,20548,7.2,611,48.7,28312,Saumya Sutaria,U.S.,Dallas,Texas,https://www.tenethealth.com,Public,"Market value as of March 28, 2024.",10511,45447,www.tenethealth.com,B,0.24,sustainable energy,282.577,
196,Altria Group,MO,"Food, Beverages & Tobacco",Tobacco,yes,no,no,yes,-2,no,yes,no,no,no,no,6400,76922.2,20502,-0.9,8130,41,38570,William F. Gifford Jr.,U.S.,Richmond,Virginia,https://www.altria.com,Public,"Excise taxes have been deducted. Market value as of March 28, 2024.",76922,45447,www.altria.com,F,2.55,sustainable energy,110.1,
197,Stryker,SYK,Health Care,Medical Products and Equipment,yes,no,no,yes,27,yes,no,no,no,yes,yes,52000,136158.7,20498,11.1,3165,34.2,39912,Kevin A. Lobo,U.S.,Portage,Michigan,https://www.stryker.com,Public,"Market value as of March 28, 2024.",136159,45447,www.stryker.com,A,0.18,bog standard energy,1015,
198,Kimberly-Clark,KMB,Household Products,Household and Personal Products,yes,no,no,no,1,yes,no,no,no,yes,no,41000,43579.9,20431,1.3,1764,-8.8,17344,Michael D. Hsu,U.S.,Irving,Texas,https://www.kimberly-clark.com,Public,"Market value as of March 28, 2024.",43580,45447,www.kimberly-clark.com,F,14.23,sustainable energy,236.986,
199,Waste Management,WM,Business Services,Waste Management,yes,no,no,no,5,yes,no,no,no,yes,no,48000,85600.6,20426,3.7,2304,2.9,32823,James C. Fish Jr.,U.S.,Houston,Texas,https://www.wm.com,Public,"Market value as of March 28, 2024.",85601,45447,www.wm.com,F,0.89,sustainable energy,3606,
200,Cheniere Energy,LNG,Energy,Pipelines,yes,no,no,yes,-78,no,yes,no,yes,no,no,1605,37851.2,20394,-39,9881,591.9,43076,Jack A. Fusco,U.S.,Houston,Texas,https://www.cheniere.com,Public,"Market value as of March 28, 2024.",37851,45447,www.cheniere.com,D,0.56,bog standard energy,27.041,
201,Ross Stores,ROST,Retailing,Specialty Retailers: Apparel,yes,no,yes,yes,22,yes,no,no,no,no,no,108000,49409.1,20376.9,9,1874.5,24,14300.1,Barbara Rentler,U.S.,Dublin,California,https://www.rossstores.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",49409,45447,www.rossstores.com,D,0.51,bog standard energy,2075,
202,WestRock,,Materials,"Packaging, Containers",no,no,no,yes,-19,no,yes,no,no,no,no,56100,12707,20310,-4.5,-1649,-274.6,27443.7,David B. Sewell,U.S.,Atlanta,Georgia,https://www.westrock.com,Private,"Acquired by Smurfit Westrock (Ireland), July 8, 2024. Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",12707,45447,www.westrock.com,F,1.92,sustainable energy,169.92,
203,General Mills,GIS,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,16,yes,no,no,no,yes,no,34000,39501.5,20094.2,5.8,2593.9,-4.2,31451.7,Jeffrey L. Harmening,U.S.,Minneapolis,Minnesota,https://www.generalmills.com,Public,"Figures are for fiscal year ended May 31, 2023. Market value as of March 28, 2024.",39502,45447,www.generalmills.com,C,0.41,sustainable energy,449.861,
204,Goodyear Tire & Rubber,GT,Motor Vehicles & Parts,Motor Vehicles & Parts,no,no,no,no,-13,no,yes,no,no,no,no,71000,3901.3,20066,-3.6,-689,-441.1,21582,Mark W. Stewart,U.S.,Akron,Ohio,https://www.goodyear.com/,Public,"Market value as of March 28, 2024.",3901,45447,www.goodyear.com,F,1.37,sustainable energy,1928,
205,BJ's Wholesale Club,BJ,Retailing,General Merchandisers,yes,no,no,no,5,yes,no,no,no,no,no,34000,10058.5,19968.7,3.4,523.7,2.1,6677.6,Robert W. Eddy,U.S.,Marlborough,Massachusetts,https://www.bjs.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",10059,45447,www.bjs.com,A+,0,sustainable energy,8676,
206,GE HealthCare Technologies,GEHC,Health Care,Medical Products and Equipment,yes,no,no,no,0,no,no,yes,no,no,no,51000,41396.5,19552,,1568,,32454,Peter J. Arduini,U.S.,Chicago,Illinois,https://www.gehealthcare.com,Public,"Spun off from General Electric (2023 rank: 56), Jan. 3, 2023. Market value as of March 28, 2024.",41397,45447,www.gehealthcare.com,C,0.48,sustainable energy,1945,
207,Colgate-Palmolive,CL,Household Products,Household and Personal Products,yes,no,no,yes,21,yes,no,no,no,yes,no,34000,74019.9,19457,8.3,2300,28.9,16393,Noel R. Wallace,U.S.,New York,New York,https://www.colgatepalmolive.com,Public,"Market value as of March 28, 2024.",74020,45447,www.colgatepalmolive.com,F,0.86,sustainable energy,187.133,
208,Whirlpool,WHR,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-5,no,yes,no,no,yes,no,59000,6515.3,19455,-1.4,481,,17312,Marc R. Bitzer,U.S.,Benton Harbor,Michigan,https://www.whirlpool.com,Public,"Market value as of March 28, 2024.",6515,45447,www.whirlpool.com,F,1.58,sustainable energy,3543,
209,L3Harris Technologies,LHX,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,37,yes,no,no,no,no,no,50000,40508.1,19419,13.8,1227,15.5,41687,Christopher E. Kubasik,U.S.,Melbourne,Florida,https://www.l3harris.com,Public,"Market value as of March 28, 2024.",40508,45447,www.l3harris.com,F,1.61,sustainable energy,596.828,
210,Adobe,ADBE,Technology,Computer Software,yes,no,no,yes,23,yes,no,no,no,yes,yes,29945,226060.8,19409,10.2,5428,14.1,29779,Shantanu Narayen,U.S.,San Jose,California,https://www.adobe.com,Public,"Figures are for fiscal year ended Nov. 30, 2023. Market value as of March 28, 2024.",226061,45447,www.adobe.com,B,0.22,bog standard energy,343900,
211,Becton Dickinson,BDX,Health Care,Medical Products and Equipment,yes,no,no,no,-2,no,yes,no,no,no,no,73000,71488.9,19372,-0.2,1484,-16.6,52780,Thomas E. Polen,U.S.,Franklin Lakes,New Jersey,https://www.bd.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",71489,45447,www.bd.com,E,0.72,sustainable energy,1556,
212,Pioneer Natural Resources,PXD,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-48,no,yes,no,no,no,no,2213,61326.1,19362,-20.3,4894,-37.6,36613,Richard P. Dealy,U.S.,Irving,Texas,https://www.pxd.com,Private,"Revenue and net income for the four quarters ended on or before April 30, 2023. Market value as of Oct. 13, 2023.",61326,45447,www.pxd.com,F,1.85,sustainable energy,12.154,
213,Cognizant Technology Solutions,CTSH,Technology,Information Technology Services,yes,no,no,no,-5,no,yes,no,no,no,no,347700,36486.8,19353,-0.4,2126,-7.2,18483,Ravi Kumar S,U.S.,Teaneck,New Jersey,https://www.cognizant.com,Public,"Market value as of March 28, 2024.",36487,45447,www.cognizant.com,F,0.95,sustainable energy,2856,
214,Murphy USA,MUSA,Retailing,Specialty Retailers: Other,yes,no,no,yes,-32,no,yes,no,no,no,no,10750,8726.5,19238.2,-9.5,556.8,-17.3,4340.1,R. Andrew Clyde,U.S.,El Dorado,Arkansas,https://www.murphyusa.com,Public,"Excise taxes have been deducted. Market value as of March 28, 2024.",8727,45447,www.murphyusa.com,F,1.18,sustainable energy,342.708,
215,Fiserv,FI,Business Services,Financial Data Services,yes,no,no,yes,15,yes,no,no,no,yes,no,42000,94358.1,19093,7.6,3068,21.3,90890,Frank J. Bisignano,U.S.,Milwaukee,Wisconsin,https://www.fiserv.com,Public,"Market value as of March 28, 2024.",94358,45447,www.fiserv.com,F,1.87,sustainable energy,509.241,
216,Parker-Hannifin,PH,Industrials,Industrial Machinery,yes,no,yes,yes,45,yes,no,no,no,no,no,62730,71369.5,19065.2,20.2,2082.9,58.3,29964.5,Jennifer A. Parmentier,U.S.,Cleveland,Ohio,https://www.parker.com/us/en/home.html,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",71370,45447,www.parker.com,E,0.7,sustainable energy,N/A,
217,American Electric Power,AEP,Energy,Utilities: Gas and Electric,yes,no,no,yes,-12,no,yes,no,no,no,no,17250,45339.4,18982.3,-3.3,2208.1,-4.3,96684,William J. Fehrman,U.S.,Columbus,Ohio,https://www.aep.com,Public,"Market value as of March 28, 2024.",45339,45447,www.aep.com,F,0.93,bog standard energy,400.162,
218,International Paper,IP,Materials,"Packaging, Containers",yes,no,no,no,-34,no,yes,no,no,yes,no,39000,13514.7,18916,-10.6,288,-80.9,23261,Andrew K. Silvernail,U.S.,Memphis,Tennessee,https://www.internationalpaper.com,Public,"Market value as of March 28, 2024.",13515,45447,www.internationalpaper.com,E,0.83,bog standard energy,149.692,
219,ManpowerGroup,MAN,Business Services,Temporary Help,yes,no,no,no,-17,no,yes,no,no,no,no,27900,3756.3,18914.5,-4.6,88.8,-76.2,8830.2,Jonas Prising,U.S.,Milwaukee,Wisconsin,https://www.manpowergroup.com,Public,"Market value as of March 28, 2024.",3756,45447,www.manpowergroup.com,D,0.56,sustainable energy,220.78,
220,Aramark,ARMK,Business Services,Diversified Outsourcing Services,yes,no,no,no,33,yes,no,no,no,no,no,262550,8535,18853.9,15.5,674.1,246.6,16871.2,John J. Zillmer,U.S.,Philadelphia,Pennsylvania,https://www.aramark.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",8535,45447,www.aramark.com,F,1.58,sustainable energy,619.058,
221,Steel Dynamics,STLD,Materials,Metals,yes,yes,no,yes,-45,no,yes,no,no,yes,no,12600,23412.5,18795.3,-15.6,2450.9,-36.5,14908.4,Mark D. Millett,U.S.,Fort Wayne,Indiana,https://www.steeldynamics.com,Public,"Market value as of March 28, 2024.",23413,45447,www.steeldynamics.com,F,1.57,bog standard energy,31.437,
222,Aflac,AFL,Financials,"Insurance: Life, Health (stock)",yes,no,no,no,-15,no,yes,no,no,yes,no,12785,49404.5,18701,-4.1,4659,10.9,126724,Daniel P. Amos,U.S.,Columbus,Georgia,https://www.aflac.com,Public,"Market value as of March 28, 2024.",49405,45447,www.aflac.com,D,0.53,bog standard energy,2898,
223,Reinsurance Group of America,RGA,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,34,yes,no,no,no,yes,no,3900,12683.2,18567,14.2,902,44.8,97623,Tony Cheng,U.S.,Chesterfield,Missouri,https://www.rgare.com,Public,"Market value as of March 28, 2024.",12683,45447,www.rgare.com,F,5.37,sustainable energy,168.165,
224,Emerson Electric,EMR,Industrials,Industrial Machinery,yes,no,no,no,-18,no,yes,no,no,no,no,67000,64842.2,18370,-6.4,13219,309.1,42746,S.L. Karsanbhai,U.S.,St. Louis,Missouri,https://www.emerson.com,Public,"Includes revenues from discontinued operations. Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",64842,45447,www.emerson.com,D,0.59,sustainable energy,1602,
225,State Street,STT,Financials,Commercial Banks,yes,no,no,yes,80,yes,no,no,no,yes,no,46451,23346.3,18366,34.1,1944,-29.9,297258,Ronald P. O'Hanley,U.S.,Boston,Massachusetts,https://www.statestreet.com,Public,"Market value as of March 28, 2024.",23346,45447,www.statestreet.com,C,0.46,sustainable energy,552.457,
226,PPG Industries,PPG,Chemicals,Chemicals,yes,no,no,yes,6,yes,no,no,no,yes,no,53000,34103.8,18246,3.4,1270,23.8,21647,Timothy M. Knavish,U.S.,Pittsburgh,Pennsylvania,https://www.ppg.com,Public,"Market value as of March 28, 2024.",34104,45447,www.ppg.com,D,0.55,sustainable energy,521.959,
227,United States Steel,X,Materials,Metals,yes,no,no,no,-41,no,yes,no,no,no,no,21803,9168,18053,-14.3,895,-64.5,20451,David B. Burritt,U.S.,Pittsburgh,Pennsylvania,https://www.ussteel.com,Public,"Market value as of March 28, 2024.",9168,45447,www.ussteel.com,D,0.64,bog standard energy,95.088,
228,Automatic Data Processing,ADP,Business Services,Diversified Outsourcing Services,yes,no,yes,yes,23,yes,no,no,no,yes,no,63000,102590.8,18012.2,9.2,3412,15.7,50971,Maria Black,U.S.,Roseland,New Jersey,https://www.adp.com,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",102591,45447,www.adp.com,B,0.34,bog standard energy,82790,
229,Group 1 Automotive,GPI,Retailing,"Automotive Retailing, Services",yes,no,no,yes,23,yes,no,no,no,no,no,16011,3999.4,17873.7,8.9,601.6,-19.9,7774.1,Daryl A. Kenningham,U.S.,Houston,Texas,https://www.group1auto.com,Public,"Market value as of March 28, 2024.",3999,45447,www.group1auto.com,E,0.81,bog standard energy,84.133,
230,Dominion Energy,D,Energy,Utilities: Gas and Electric,yes,no,no,yes,12,yes,no,no,no,no,no,17700,41201.2,17867,4,1994,100.6,109032,Robert M. Blue,U.S.,Richmond,Virginia,https://www.dominionenergy.com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",41201,45447,www.dominionenergy.com,D,0.62,bog standard energy,4048,
231,BlackRock,BLK,Financials,Securities,yes,yes,no,no,-2,no,yes,no,no,yes,no,19800,124173.4,17859,-0.1,5502,6.3,123211,Laurence D. Fink,U.S.,New York,New York,https://www.blackrock.com,Public,"Market value as of March 28, 2024.",124173,45447,www.blackrock.com,D,0.53,bog standard energy,3236,
